id,score
1500,0.24121847796776952
1501,0.5223170971141884
1502,0.5884758283257632
1503,0.19020054553368929
1504,0.33898027782877477
1505,0.37472232379478776
1506,0.3897000822725544
1507,0.2362657181281063
1508,0.273613718839816
1509,0.3781584407542306
1510,0.05737658189826686
1511,0.2929616465559667
1512,0.3751148549667313
1513,0.7713014178926605
1514,0.011534653135198044
1515,0.17800031373962258
1516,0.4302066616130446
1517,0.3402112668405994
1518,0.061390908377559256
1519,0.2121941754198147
1520,0.09015747864614981
1521,0.4411082798055348
1522,0.2997257688344206
1523,0.07274316214576343
1524,0.37975741120023526
1525,0.29448510205073547
1526,0.2648266618246241
1527,0.03693009592406121
1528,0.3785814312026844
1529,0.49498814593007534
1530,0.3125613415249678
1531,0.28274364702129734
1532,0.4918436313300033
1533,0.19741534143035688
1534,0.2837603265616781
1535,0.26513297597381386
1536,0.4706546385106963
1537,0.11186507281759973
1538,0.5175793509951019
1539,0.46713780016830364
1540,0.4548189961909966
1541,0.11168531230177599
1542,0.113704028033839
1543,0.18907924050010286
1544,0.23834447377882853
1545,0.24485049625228922
1546,0.2020996648897385
1547,0.05437939023158977
1548,0.22257275730646492
1549,0.4412250711371862
1550,0.7735408131734296
1551,0.30665383002505137
1552,0.07576491244032503
1553,0.5841658776962003
1554,0.26738540119690224
1555,0.12648683764382143
1556,0.31173413897603974
1557,0.584897477679506
1558,0.3161730086592299
1559,0.3910191642890958
1560,0.5376100973242531
1561,0.31222773517232305
1562,0.0814078929170475
1563,0.06144523795954557
1564,0.08726192105273228
1565,0.030688273022713486
1566,0.31859739953662697
1567,0.04390557694577297
1568,0.2573859118016053
1569,0.06826829656183916
1570,0.09718652158244548
1571,0.6691386146267474
1572,0.40094511190773957
1573,0.4360042022847948
1574,0.6474473533049031
1575,0.07056545550527549
1576,0.06872000580723713
1577,0.1913728524327448
1578,0.37890020652814677
1579,0.031285497382591725
1580,0.1112175029653526
1581,0.5075200614193266
1582,0.20482893880899145
1583,0.16888541402635576
1584,0.299723846664078
1585,0.6490360119639269
1586,0.37054146548622163
1587,0.21545622332612568
1588,0.2724858897581385
1589,0.5626723073405919
1590,0.1843041349778826
1591,0.6965190049870438
1592,0.36730113668024517
1593,0.3384021265160282
1594,0.3999952667679682
1595,0.045055208773037106
1596,0.33779024661657087
1597,0.4539444443545385
1598,0.644430142798069
1599,0.6167920573366087
1600,0.1772636175521487
1601,0.5469285094026182
1602,0.7572942960560418
1603,0.2567527336558923
1604,0.4455988908474955
1605,0.6401821496645357
1606,0.4703880760520581
1607,0.06294550399124355
1608,0.32851704394895626
